id,listing_url,name,space,picture_url,neighbourhood,latitude,longitude,price,weekly_price,monthly_price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
8225,https://www.airbnb.com/rooms/8225,Stay at Chez Chic budget Room #2,"PLEASE BOOK DIRECTLY. NO NEED TO SEND A REQUEST FOR DATES CALENDAR IS UP TO DATE The best deal!!! Private budget bedroom for 2 - one full size mattress + twin size bed - great mattresses in a very stylish and spacious 3BD apartment to share with other tourists (2 others max). 4th floor walk-up. All amenities included (iron,air dryer, A/c in room, towels, sheets, A/c, , Wifi). Nice and clean bathroom to share with one other guestroom. Daily cleaning service in common area. Kitchen is available for breakfast and for small cooking (not after 9pm). There are two other guest rooms with 2 tourists in the apartment which has its own bathroom. It's the best deal for your budget. Extremely well located next to express subway lines 2,3 (15 min to Times Square), across the street from central park with buses M2,3 4, down the hill from Columbia and its restaurants/bars area, the beautiful Morningside area with all its little cafes and ethnic restaurants,  and the majestic St John the Divine Cathed",https://a0.muscache.com/im/pictures/4669165/167ab11d_original.jpg?aki_policy=large,Harlem,40.7990341242392,-73.9540629542915,49,720,1890,288,131,91,9,9,10,10,9,9,2.17
8343,https://www.airbnb.com/rooms/8343,"3BR, 1.5 BA East Village apt w/yard","Large main bathroom with deep tub, plus half bath. Sleeps 4-6: Queen bed in MBR, one single bed and one extra memory foam mattress in mid size room, and one single in smallest BR. Also, there is a pullout couch and full sized raised aerobed can be used in LR with screens. Basic cable, high speed internet, blu ray player with netflix and other apps. Free laundry one floor down.",https://a0.muscache.com/im/pictures/fefa90d8-b905-4161-b10e-b67ebec78833.jpg?aki_policy=large,Alphabet City,40.7248081716113,-73.9805652508546,350,2200,5500,0,11,96,9,10,10,10,10,10,0.14
8490,https://www.airbnb.com/rooms/8490,"MAISON DES SIRENES1,bohemian apartment","I am the lucky owner of an amazing brownstone. I have been renting my second floor as a vacation rental for one year plus and have amazing response.I just discovered airbnb and i thought i could try it .looks like fun.!!!! anyway the apt is (URL HIDDEN) features a terrasse with chairs ,table ,umbrella and (URL HIDDEN) is prefect for having a glass of wine in summer nights,grilling,brunch or simply chat and watch the stars!!!! Because the house is about 100 years old,there is antique wood floor,two fireplaces and antique clawfoot tub.The kitchen is enterely equiped(stove ,fridge...) with brick counter like in Tuscany. The master bedroom features a true queen size bed with double french door to the terrasse. The living room offers a daybed that turns into two twins beds or another queen size bed. Towels are provided. cable and wifi The neighbouhood bedstuy is the new upcoming place to be.It is often described as the hidden treasure of Ny.A new italian restaurant just opened a few block a",https://a0.muscache.com/im/pictures/1c51369e-a251-4f14-b105-159a56c2ab70.jpg?aki_policy=large,Bedford-Stuyvesant,40.6837107489976,-73.940277742429,120,1000,3500,199,56,95,10,10,10,10,9,9,0.54
9123,https://www.airbnb.com/rooms/9123,Clean East Village Studio,"Very clean, cozy, sunny, quiet, and comfortable studio.  A.c., wireless internet, 42"" flat screen hdtv, in  downtown manhattan that is trendy, hip, but family friendly.  Close to transportation and many bars and restaurants as well and close to Tompkins Sq. park. Located in the eclectic East Village in Manhattan alot of artists, culture, etc.  Very nice and cool area.   no smoking  no pets you have to be very clean, and please clean up after yourself.  do not leave my apt. a mess and dirty and don't leave any garbage. no partying in the apt.   but you can have fun!!! and being in the heart of downtown Manhattan is fun and exciting.   Linens and towels are supplied for you. CHECK OUT IS AT 11AM AND CHECK IN IS AT 3PM Thank You",https://a0.muscache.com/im/pictures/1854810/8272a435_original.jpg?aki_policy=large,Alphabet City,40.7250778096972,-73.9836850738557,135,,,63,239,94,9,9,10,10,10,9,2.35
9357,https://www.airbnb.com/rooms/9357,Midtown Pied-a-terre,"PLEASE DO NOT HIT ""REQUEST TO BOOK"". HIT SMALL ""CONTACT HOST"" ABOVE IN RED FIRST.  THANK YOU. LOCATION, LOCATION, LOCATION!  Cozy and comfortable midtown studio on a quiet tree-lined street, right in the heart of New York City!  Elevator, doorman, and laundry in the building... kitchen, private bath, approx. 300 sq. feet. Television, cable internet & wifi available, national phone service available upon request, and kitchen wares included.   Right in the theatre district, and central to all things in NYC; 5 minute stroll to Central Park/Columbus Cirlce, 10 minutes to Times Square, Lincoln Center, Carnegie Hall, etc.  Close to most subway lines, and most any food your heart desires.   Sometimes DATES ARE AVAILABLE THAT AREN'T LISTED, so please contact me.  Thank you!",https://a0.muscache.com/im/pictures/90036/4e606654_original.jpg?aki_policy=large,Hell's Kitchen,40.7671538482692,-73.9853290716478,150,1000,2800,48,58,90,9,8,10,10,10,9,0.57
9518,https://www.airbnb.com/rooms/9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM","20 MINUTES TO TIMES SQUARE FULLY FURNISHED BEDROOM - TV, INTERNET, WI-FI, RADIO, HEAT, AC ALL UTILITIES INCLUDED  ACCESS TO THE ENTIRE APARTMENT LOOKING FOR  RESPONSIBLE, MATURE PEOPLE ONE BLOCK AWAY FROM THE 1 LINE  TWO BLOCKS AWAY FROM THE A LINE  LOVELY INWOOD PARK TWO BLOCKS AWAY  20 MINS TO MIDTOWN 24HR BUS & TRAIN SERVICE Dyckman Farmhouse Museum  4881 Broadway, New York, NY  Hours:  Today 11am â€“ 4pm  Transit: 207th Street-10 Av  Costâ€_: Adults $1; Children (under 10) free The Cloisters  Fort Tryon Park, 99 Margaret Corbin Drive, New York, NY  Hours:  Today 9am â€“ 5:15pm  Transit: Dyckman Street (200 St)  The Cloisters is a museum located in Fort Tryon Park, New York City. The building, which is a branch of the Metropolitan Museum of Art, was reconstructed in the 1930s from the architectural elements of several European medieval abbeys. It is used to exhibit art and architecture from Medieval Europe. The Cloisters, which is near the northern tip of Manhattan island on a hill overlo",https://a0.muscache.com/im/pictures/3477686/dc7a4ec5_original.jpg?aki_policy=large,Inwood,40.864816759303,-73.9210554130391,44,,,337,85,85,8,8,9,9,8,8,1.05
9657,https://www.airbnb.com/rooms/9657,Modern 1 BR / NYC / EAST VILLAGE,"The east village offers a mixture of old school cool NY flavor and new school sophistication. Fun and unique boutiques and cafes line the streets. For some urban nature, Thompkins Square Park is just 1 block east. Although the neighborhood is lively and fun, the apartment is nice and quiet at night. As a designer in the interior/home field, I bring a unique element of style to my home. If you are interested in a classic, cool downtown experience in comfortable spot, this is for you!!!",https://a0.muscache.com/im/pictures/6476785/5768bbc7_original.jpg?aki_policy=large,East Village,40.7291982168468,-73.985415260417,180,,,365,20,93,10,9,10,9,9,8,0.19
9668,https://www.airbnb.com/rooms/9668,front room/double bed,"_________________________________________________ F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q.  FREQUENTLY ASKED QUESTIONS -------------------------------------------------------------------------------------- Hi, are xx-xx dates available? check the calendar, if there's availability, feel free to make a booking, i've had many times other guests book the dates someone is looking for because they are writing to ask me if the days they want are available.  --------------- Where are you located?? check the tab on this listing that says ""location"", that will show you where i live, and where you will be located in relation to wherever you would like to visit. --------------- How far away are you from X? times square- 15 minutes central park 10-20min(depends where, it's big) midtown west 15 minutes midtown east 20-25 minutes union square 25 minutes   east village 30 minutes downtown 30-35 minutes again, look at the ""location"" tab/link on this listing. do you know the address? i ha",https://a0.muscache.com/im/pictures/116540/9a7995d0_original.jpg?aki_policy=large,Hamilton Heights,40.8224516256908,-73.9510364278058,50,,,274,218,87,9,8,9,9,9,9,2.13
9704,https://www.airbnb.com/rooms/9704,Spacious 1 bedroom in luxe building,"Comfortable and conveniently located 2 bedroom, 1.5 bathroom in the best area in Harlem (8th Avenue, between 120th and 121st streets). The second bedroom has a closet, dresser, and full size bed.  It is fully equipped with fresh linen, towels, etc. Please note, I only rent the room to two guests when I am out of town. Large modern living room/dining room has a sofa bed, tv but no cable, wifi (throughout apt), antique dining room table and chairsâ€_ Full kitchen with everything you could possible need and washer / dryer Nearby Restaurants/bars: Vinteria - (8th Ave & 119th) Delicious cafÃ© / restaurant â€œLes Ambassadesâ€ù (8th Ave & 119th) Cedric - French (119th and St. Nicolas) Billy's Black - (119th and St. Nicolas) Harlem Food Bar - (114th & 8th) Bier Garden - (113th & 8th) Frederick Bistro (8th & 114th) Lido - Italian (8th &117th) Harlem Tavern (8th &116th) Five and Diamond (8th & 113th) Zoma - Ethiopian (8th & 113th) Melba's - Soul Food (8th & 114th) Max Soha - Italian (Amsterdam & 123rd)",https://a0.muscache.com/im/pictures/38418/569b54fd_original.jpg?aki_policy=large,Harlem,40.8130526341547,-73.9546616819948,52,,1700,273,59,98,10,10,10,10,10,10,1.3
9782,https://www.airbnb.com/rooms/9782,Loft in Williamsburg Area w/ Roof,"Hi there!  Available for short term stay is ONE of three separate small private rooms, each about 90 SF, with full bed mattresses lofted above the floor with some short steps up. There is a roof with some chairs and a good view of the Manhattan skyline. It's very near delis, fun bars, really great restaurants, awesome pizza, a nice cafe, 15 minute walk or 5 minute b24 bus ride to the Graham L subway stop and 15 minute walk to the Nassau G, and 30 minutes total travel time to Union Square. That is a central subway hub. From there you can get to Times Square, Grand Central, Chinatown, and Wall Street area in 5-10 minutes, or the major museums in 15 minutes. It is a 15-20 minute walk to Williamsburg, a very nice Brooklyn area with many great shops, restaurants, bars and a huge music scene. There are free transfers between the buses and trains. Also it's right off the Morgan exit of the BQE/395, which makes it a 10 minute, $20 dollar cab ride from LaGuardia and 20 minute $40 ride from JFK.",https://a0.muscache.com/im/pictures/704962/4e644402_original.jpg?aki_policy=large,Williamsburg,40.722193173356,-73.9376194204234,55,450,1500,331,175,80,8,6,9,9,8,8,1.7
9783,https://www.airbnb.com/rooms/9783,back room/bunk beds,"_________________________________________________ F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q.  FREQUENTLY ASKED QUESTIONS -------------------------------------------------------------------------------------- Hi, are xx-xx dates available? check the calendar, if there's availability, feel free to make a booking, i've had many times other guests book the dates someone is looking for because they are writing to ask me if the days they want are available.  --------------- Where are you located?? check the tab on this listing that says ""location"", that will show you where i live, and where you will be located in relation to wherever you would like to visit. --------------- How far away are you from X? times square- 15 minutes central park 10-20min(depends where, it's big) midtown west 15 minutes midtown east 20-25 minutes union square 25 minutes   east village 30 minutes downtown 30-35 minutes again, look at the ""location"" tab/link on this listing. do you know the address? i ha",https://a0.muscache.com/im/pictures/53869/30fd87c0_original.jpg?aki_policy=large,Hamilton Heights,40.8213017961057,-73.9531834080169,50,,,365,245,89,9,8,9,9,9,9,2.47
